"amostra";"largura";"altura";"temperatura"
"Amostra 17699";225.12;61.18;-10.72
"Amostra 17700";41.14;137.09;-10.84
"Amostra 17701";100.74;50.92;-2.45
"Amostra 17702";20.42;28.04;-1.53
"Amostra 17703";44.27;28.02;10.29
"Amostra 17704";88.41;25.9;-0.68
"Amostra 17705";0.21;186.01;-7.12
"Amostra 17706";70.33;82.12;1.08
"Amostra 17707";75.93;27.83;-0.69
"Amostra 17708";105.49;160.3;-2.38
"Amostra 17709";3.47;158.11;-9.8
"Amostra 17710";71.74;65.68;4.86
"Amostra 17711";156.86;86.6;12.1
"Amostra 17712";40.25;58.28;-9.35
"Amostra 17713";0.1;23.47;-14.79
"Amostra 17714";145.69;46.32;-11.95
"Amostra 17715";96.56;56.61;13.58
"Amostra 17716";29.64;137.18;-1.61
"Amostra 17717";28.47;13.58;-0.35
"Amostra 17718";44.34;58.77;11.45
"Amostra 17719";22.2;15.38;0
"Amostra 17720";22.84;26.3;-0.03
"Amostra 17721";59.9;177.82;-6.3
"Amostra 17722";69.85;59.84;-15.09
"Amostra 17723";66.12;17.92;-2.1
"Amostra 17724";77.58;60.4;-4.29
"Amostra 17725";32.69;100.73;-5.27
"Amostra 17726";14.93;121.3;-20.61
"Amostra 17727";184.97;136.96;-15.92
"Amostra 17728";20.92;154.31;-7.1
"Amostra 17729";178.3;190.41;-1.39
"Amostra 17730";9.31;14.06;18.48
"Amostra 17731";31.66;87.8;13.77
"Amostra 17732";58.27;32.1;-1.99
"Amostra 17733";7.47;206.27;9.11
"Amostra 17734";86.56;16.53;6.92
"Amostra 17735";69.86;58.04;18.72
"Amostra 17736";92.55;6.02;23.39
"Amostra 17737";73.12;7.31;7.7
"Amostra 17738";86.2;53.42;0.36
"Amostra 17739";60.81;124.53;11.47
"Amostra 17740";19.69;40.75;5.87
"Amostra 17741";32.78;62.88;9.18
"Amostra 17742";77.76;107.81;-7.62
"Amostra 17743";19.76;74.21;-17.05
"Amostra 17744";158.78;101.69;-10.57
"Amostra 17745";152.42;48.01;-7.84
"Amostra 17746";20.93;27.78;6.79
"Amostra 17747";56.67;61.72;-7.47
"Amostra 17748";44.89;111.51;-5.11
"Amostra 17749";157.79;70.61;-10.94
"Amostra 17750";22.59;17.11;-4.04
"Amostra 17751";63.82;12.05;-16.96
"Amostra 17752";21.37;79.4;4.4
"Amostra 17753";76.78;24.68;5.59
"Amostra 17754";2.75;32.61;11.56
"Amostra 17755";46.17;175.43;7.68
"Amostra 17756";15.86;175.24;17.75
"Amostra 17757";29.95;14.96;6.95
"Amostra 17758";65.15;116.3;-11.24
"Amostra 17759";74.49;159.06;-6.2
"Amostra 17760";35.89;6.05;19.54
"Amostra 17761";84.01;12.54;10.96
"Amostra 17762";109.3;45.15;-11.75
"Amostra 17763";9.35;97.22;-2.37
"Amostra 17764";127.02;50.5;1.93
"Amostra 17765";39.47;5.27;5.37
"Amostra 17766";111.35;183.14;-5.99
"Amostra 17767";76.43;33.51;12.76
"Amostra 17768";58.3;90.54;22.31
"Amostra 17769";84.03;149.46;21.34
"Amostra 17770";21.17;215;-9.65
"Amostra 17771";52.89;126.22;-9.44
"Amostra 17772";248.67;62.21;-6.15
"Amostra 17773";160.65;117.02;-3.32
"Amostra 17774";179.5;1.7;6.52
"Amostra 17775";16.88;89.86;-0.39
"Amostra 17776";175.24;73.58;7.8
"Amostra 17777";96.07;64.07;18.37
"Amostra 17778";103.71;189.07;17.82
"Amostra 17779";59.35;23.21;-6.47
"Amostra 17780";75.13;138.81;-11.78
"Amostra 17781";75.96;40.89;-0.85
"Amostra 17782";79.31;79.22;0.76
"Amostra 17783";79.21;175.86;-15.12
"Amostra 17784";101.78;98.78;8.13
"Amostra 17785";155.62;163.3;11.73
"Amostra 17786";75.84;190.72;10.16
"Amostra 17787";110.93;16.92;-7.96
"Amostra 17788";37.73;83.45;-1.77
"Amostra 17789";48.8;32.2;-1.39
"Amostra 17790";103.01;109.84;-5.3
"Amostra 17791";10.59;179.36;-6.23
"Amostra 17792";139.32;6.28;-2.28
"Amostra 17793";111.84;80.77;-7.91
"Amostra 17794";139.16;49.35;20.59
"Amostra 17795";31.95;68.53;-9.87
"Amostra 17796";74.93;88.78;0.66
"Amostra 17797";61.43;19.06;-21.07
"Amostra 17798";200.5;36.1;-12.52
"Amostra 17799";143.38;141.69;0.28
"Amostra 17800";61.85;41.57;2.24
"Amostra 17801";111.92;120.6;10.31
"Amostra 17802";3.15;140.32;17.09
"Amostra 17803";7.22;50.12;18.49
"Amostra 17804";63.14;294.87;-10.58
"Amostra 17805";116.64;58.81;7.26
"Amostra 17806";50.04;42.15;9.84
"Amostra 17807";79.21;155.57;-13.77
"Amostra 17808";96.2;28.03;-13.94
"Amostra 17809";114.87;155.38;12.03
"Amostra 17810";169.16;7.82;-11.34
"Amostra 17811";108.6;12.77;6.87
"Amostra 17812";17.89;74.82;7.67
"Amostra 17813";28.26;300.76;3.44
"Amostra 17814";12.07;31.68;7.27
"Amostra 17815";32.08;24.29;6.28
"Amostra 17816";216.98;37.03;-4.58
"Amostra 17817";37.53;191.74;-15.73
"Amostra 17818";150.69;61.28;1.64
"Amostra 17819";52.64;40.04;3.7
"Amostra 17820";59.78;141.31;-11.78
"Amostra 17821";135.38;42.5;9.24
"Amostra 17822";116.03;186.81;16.23
"Amostra 17823";88.47;126.6;2.09
"Amostra 17824";80.35;20.23;-5.85
"Amostra 17825";102.7;151.6;16.31
"Amostra 17826";16;86.34;3.68
"Amostra 17827";145.89;31.78;6.62
"Amostra 17828";7.88;113.15;3.98
"Amostra 17829";155.87;37.71;-9.43
"Amostra 17830";22.3;4.85;-5.56
"Amostra 17831";40.74;24.81;2.16
"Amostra 17832";145.36;2.45;2.9
"Amostra 17833";11;155.38;-7.5
"Amostra 17834";77.11;119.1;9.1
"Amostra 17835";10.81;41.62;-0.34
"Amostra 17836";90.73;20.18;6.76
"Amostra 17837";131.74;113.72;8.31
"Amostra 17838";70.82;33.05;1.47
"Amostra 17839";141.05;5.43;-26.33
"Amostra 17840";138.24;170.41;1.91
"Amostra 17841";309.37;8.28;4.51
"Amostra 17842";48.23;35.26;5.67
"Amostra 17843";19.04;35.85;-2.99
"Amostra 17844";131.86;82.42;1.82
"Amostra 17845";70.45;31.97;-5.64
"Amostra 17846";83.74;48.99;2.58
"Amostra 17847";18.25;158.6;0.8
"Amostra 17848";94.04;67.48;-6.87
"Amostra 17849";132.39;151.29;17.66
"Amostra 17850";169.42;9.89;-7.32
"Amostra 17851";11.35;84.62;10.26
"Amostra 17852";2.5;49.2;4.77
"Amostra 17853";89.28;111.2;8.95
"Amostra 17854";20.53;7.24;2.16
"Amostra 17855";124.71;2.48;3.4
"Amostra 17856";37.28;31.85;-0.4
"Amostra 17857";91.07;162.85;-13.44
"Amostra 17858";27.94;96.43;-0.49
"Amostra 17859";41.75;169.43;-1.63
"Amostra 17860";207.95;101.61;1.14
"Amostra 17861";146.3;98.06;-9.54
"Amostra 17862";24.37;113.4;8.65
"Amostra 17863";137.2;164.19;-0.59
"Amostra 17864";13.38;152.99;2.14
"Amostra 17865";33.57;32.96;-7.73
"Amostra 17866";57.66;33.37;-3.86
"Amostra 17867";95.92;62.32;7.75
"Amostra 17868";20.95;141.79;-6.56
"Amostra 17869";3.76;139.53;0.13
"Amostra 17870";88.94;81.97;-14.52
"Amostra 17871";144.61;38.12;-13.78
"Amostra 17872";98.31;46.47;-4.11
"Amostra 17873";72.46;66.77;8.45
"Amostra 17874";22.1;145.94;5.3
"Amostra 17875";107.43;28.75;9.15
"Amostra 17876";31.12;14.54;-14.75
"Amostra 17877";121.53;121.43;-13.47
"Amostra 17878";110.61;168.38;7.51
"Amostra 17879";50.77;90.74;5.83
"Amostra 17880";63.07;96.08;-8.65
"Amostra 17881";64.09;84.7;-4.49
"Amostra 17882";76.81;69.21;-11.84
"Amostra 17883";96.36;44.24;-0.49
"Amostra 17884";32.86;76.03;-14.33
"Amostra 17885";13.69;24.97;-3.28
"Amostra 17886";6.36;21.01;-13.25
"Amostra 17887";86.22;284.32;8.75
"Amostra 17888";59.29;43.76;-4.83
"Amostra 17889";1.81;141.39;13.71
"Amostra 17890";104.31;77.74;0.55
"Amostra 17891";33.2;74.84;1.65
"Amostra 17892";78.06;122.39;-6.22
"Amostra 17893";165.78;71.29;-1.62
"Amostra 17894";114.12;173.84;-6.21
"Amostra 17895";72.8;40.26;2.13
"Amostra 17896";102.52;66.02;7.98
"Amostra 17897";19.18;87.1;11.84
"Amostra 17898";132.59;28.89;2.34
"Amostra 17899";93.86;64.13;-12.78
"Amostra 17900";19.13;91.3;-7.45
"Amostra 17901";98;154.58;-4.96
"Amostra 17902";165.54;85.45;4.04
"Amostra 17903";76.21;24.52;-11.35
"Amostra 17904";20.1;16.64;12.83
"Amostra 17905";139.4;39.45;0.52
"Amostra 17906";11.35;24.19;-12.33
"Amostra 17907";9.91;73.75;22.29
"Amostra 17908";56.44;38.78;-17.64
"Amostra 17909";17.71;120.7;-5.89
"Amostra 17910";32.46;12.28;1.43
"Amostra 17911";53.98;136.87;-6.62
"Amostra 17912";110.6;190.33;-12.1
"Amostra 17913";37.39;99.48;3.29
"Amostra 17914";17.51;69.18;5.49
"Amostra 17915";129.31;129.43;8.3
"Amostra 17916";14.5;96.64;20.24
"Amostra 17917";53.19;109.27;14.16
"Amostra 17918";50.98;63.33;0.59
"Amostra 17919";112.14;94.47;-0.28
"Amostra 17920";15.5;161.14;0.21
"Amostra 17921";30.13;57.63;-5.25
"Amostra 17922";61.58;157.84;-7.75
"Amostra 17923";94.75;201.82;0.82
"Amostra 17924";173.15;146.34;-15.12
"Amostra 17925";71.27;126.15;15.36
"Amostra 17926";102.22;34.85;3.4
"Amostra 17927";126.42;25.04;-0.57
"Amostra 17928";80.08;1.29;-18.34
"Amostra 17929";19.12;25.57;-15.17
"Amostra 17930";54.22;112.68;-4.49
"Amostra 17931";244;209.05;20.93
"Amostra 17932";1.3;86.44;12.8
"Amostra 17933";212.57;66.08;-2.73
"Amostra 17934";66.29;153.86;10.54
"Amostra 17935";162.84;73.31;4.55
"Amostra 17936";56.21;70.26;19.74
"Amostra 17937";30.55;43.21;4.83
"Amostra 17938";148.68;126.39;8.3
"Amostra 17939";103.47;141.91;3.19
"Amostra 17940";7.25;60.21;-9.3
"Amostra 17941";27.03;102.4;0.85
"Amostra 17942";141.42;122.13;4.62
"Amostra 17943";149.13;30.4;7.69
"Amostra 17944";89.09;16.42;22.38
"Amostra 17945";51.67;112.15;0.45
"Amostra 17946";130.78;52.85;-4.22
"Amostra 17947";90.43;145.37;-4.17
"Amostra 17948";104.19;275.33;19.47
"Amostra 17949";45.73;6.27;2.07
"Amostra 17950";144.68;0.2;5.08
"Amostra 17951";102.53;101.29;2.8
"Amostra 17952";64.44;64.22;7.59
"Amostra 17953";69.36;97.37;-7.09
"Amostra 17954";62.89;60.46;22.19
"Amostra 17955";96.86;45.12;-12.73
"Amostra 17956";49.08;57.76;11.79
"Amostra 17957";37.07;118.47;-13.19
"Amostra 17958";65.55;84.47;-1.08
"Amostra 17959";18.02;73.79;-0.75
"Amostra 17960";42.26;137.88;-8.96
"Amostra 17961";31.33;158.41;12.58
"Amostra 17962";64.59;5.59;10.45
"Amostra 17963";7.47;2.56;-3.48
"Amostra 17964";117.53;130.08;-12.93
"Amostra 17965";2.74;118.91;-3.36
"Amostra 17966";10.6;123.16;1.48
"Amostra 17967";90.02;58.67;-8.48
"Amostra 17968";135.87;37.66;-20.57
"Amostra 17969";134.36;92.56;-6.46
"Amostra 17970";83.11;92.97;13.05
"Amostra 17971";192.37;67.82;-23.23
"Amostra 17972";70.46;69.86;-25.34
"Amostra 17973";214.82;56.9;-13.89
"Amostra 17974";6.61;68.56;1.5
"Amostra 17975";144.91;42.27;-1.08
"Amostra 17976";132.71;55.88;0.86
"Amostra 17977";208.44;2.73;13.56
"Amostra 17978";135.61;7.44;5.98
"Amostra 17979";55.91;41.88;-0.65
"Amostra 17980";62.15;8.93;11.29
"Amostra 17981";14.41;21.64;3.24
"Amostra 17982";80.79;73.53;-7.62
"Amostra 17983";53.09;96.2;-4.22
"Amostra 17984";92.36;47.75;-3.58
"Amostra 17985";24.76;76.22;9.97
"Amostra 17986";11.07;57.87;-3.39
"Amostra 17987";91.83;162.31;3.52
"Amostra 17988";97.02;30.19;10.35
"Amostra 17989";56.72;24.8;-8.15
"Amostra 17990";83.71;42.86;2.94
"Amostra 17991";48.05;77.97;-4.87
"Amostra 17992";159.69;52.66;0.79
"Amostra 17993";16.2;61.71;-9.11
"Amostra 17994";91.87;70.53;-4.25
"Amostra 17995";6.28;74.95;-0.77
"Amostra 17996";118.24;43.49;6.06
"Amostra 17997";55.72;26.7;7.77
"Amostra 17998";156.96;128.38;-14.77
"Amostra 17999";29.79;92.8;-2.97
"Amostra 18000";19.87;185.74;7.22
"Amostra 18001";15.73;125.42;3.07
"Amostra 18002";115.84;156.04;-5.16
"Amostra 18003";81.4;54.68;5.05
"Amostra 18004";299.24;129.7;6.64
"Amostra 18005";62.06;27.52;-12.61
"Amostra 18006";19.68;99.76;11.21
"Amostra 18007";148.78;35.49;6.46
"Amostra 18008";68.3;33.12;26.56
"Amostra 18009";2.14;168.18;1.5
"Amostra 18010";100.73;3.26;7.3
"Amostra 18011";72.36;37.42;-3.65
"Amostra 18012";53.73;86.8;13.66
"Amostra 18013";4.67;123.99;-9.82
"Amostra 18014";38.6;1.11;-4.29
"Amostra 18015";153.25;66.34;11.22
"Amostra 18016";27.14;22.39;1.93
"Amostra 18017";203.17;54.37;5.13
"Amostra 18018";105.36;71.88;-5.9
"Amostra 18019";83.99;12.2;4.48
"Amostra 18020";86.12;104.33;-0.12
"Amostra 18021";137.33;183.72;-15.92
"Amostra 18022";107.31;69.43;25.41
"Amostra 18023";32.93;203.28;7.92
"Amostra 18024";38.44;76.95;-2.01
"Amostra 18025";88.6;13.76;5.74
"Amostra 18026";83.45;16.17;16.75
"Amostra 18027";79.51;70.02;-0.83
"Amostra 18028";190.07;119.84;3.94
"Amostra 18029";80.54;57.67;-0.06
"Amostra 18030";209.92;46.08;-2.3
"Amostra 18031";298.89;26.2;6.06
"Amostra 18032";92.43;12.41;2.52
"Amostra 18033";50.8;51.79;-19.04
"Amostra 18034";43.47;140.04;5.96
"Amostra 18035";193.96;22.83;-17.14
"Amostra 18036";10.04;172.19;-10.51
"Amostra 18037";120.39;15.05;-2.6
"Amostra 18038";149.81;129.82;15.39
"Amostra 18039";57.39;4.58;14.1
"Amostra 18040";1.17;71.9;-10.02
"Amostra 18041";153.17;239.24;10
"Amostra 18042";103.2;105.99;-11.97
"Amostra 18043";129.07;182.16;-7.03
"Amostra 18044";182.9;92.27;25.38
"Amostra 18045";95.43;24.01;-11.23
"Amostra 18046";48.42;24.51;3.65
"Amostra 18047";62.04;47.6;-4.72
"Amostra 18048";172.97;91.37;0.68
"Amostra 18049";110.73;14.38;2.36
"Amostra 18050";43.59;99.93;-4.28
"Amostra 18051";105.88;42.93;-13.64
"Amostra 18052";102.14;34.78;-2.16
"Amostra 18053";130.46;48.75;-12.27
"Amostra 18054";71.5;0.99;-12.48
"Amostra 18055";42.82;48.59;-28.63
"Amostra 18056";125.09;189.41;0.18
"Amostra 18057";48.78;213.74;-7.28
"Amostra 18058";26.35;45.04;-4.7
"Amostra 18059";104.82;114.93;10
"Amostra 18060";6.92;89.38;-0.77
"Amostra 18061";178.53;178.09;3.92
"Amostra 18062";55;47.15;-0.12
"Amostra 18063";90.8;10.99;1.83
"Amostra 18064";20.25;17.05;8.79
"Amostra 18065";56.2;128.53;-3.51
"Amostra 18066";111.32;35.96;-8.22
"Amostra 18067";59.14;18.87;3.63
"Amostra 18068";18.78;92.43;5.02
"Amostra 18069";89.36;77.07;2.84
"Amostra 18070";23.28;18.98;10.11
"Amostra 18071";64.94;23.96;-4.32
"Amostra 18072";27;65.67;1.32
"Amostra 18073";23;51.22;2.1
"Amostra 18074";15.05;70.12;1.03
"Amostra 18075";5.94;23.6;-3.68
"Amostra 18076";126.79;155.64;13.6
"Amostra 18077";94.84;28.74;21.68
"Amostra 18078";114.5;174.76;-3.87
"Amostra 18079";120.67;7.76;-1.75
"Amostra 18080";14.43;190.5;-6.05
"Amostra 18081";113.95;54.56;2.09
"Amostra 18082";113.59;79.17;-6.58
"Amostra 18083";40.81;168.47;-8.5
"Amostra 18084";80.15;85.81;16.56
"Amostra 18085";80.05;58.38;10.17
"Amostra 18086";9.98;203.68;-0.43
"Amostra 18087";95.79;24.47;-11.05
"Amostra 18088";47.62;42.04;18.46
"Amostra 18089";23.58;99.22;-0.29
"Amostra 18090";41.01;95.78;8.99
"Amostra 18091";39.01;78.92;18.4
"Amostra 18092";105.44;102.69;1.66
"Amostra 18093";26.08;7.92;-3.48
"Amostra 18094";184.31;83.71;-3.18
"Amostra 18095";23.46;131.49;14.37
"Amostra 18096";67.48;2.31;-1.94
"Amostra 18097";280.63;257.04;-11.03
"Amostra 18098";140.12;47.66;-12.69
"Amostra 18099";58.05;112.65;17.03
"Amostra 18100";94.88;172.11;-1.2
"Amostra 18101";55.59;0.15;-14.33
"Amostra 18102";89.99;58.95;7.1
"Amostra 18103";43.36;58.37;1.35
"Amostra 18104";214.62;35.37;-5.59
"Amostra 18105";75.68;73.49;7.08
"Amostra 18106";118.96;123.81;-8.95
"Amostra 18107";130.73;106.67;8.41
"Amostra 18108";16.69;8.3;-4.97
"Amostra 18109";118.65;40.73;-5.65
"Amostra 18110";100.08;13.86;3.81
"Amostra 18111";140.03;36.79;1.42
"Amostra 18112";128.4;9.4;-8.46
"Amostra 18113";26.87;173.13;-2.31
"Amostra 18114";179.85;111;7.04
"Amostra 18115";143.29;46.62;10.22
"Amostra 18116";57.02;71.72;-7.23
"Amostra 18117";23.43;75.85;11.59
"Amostra 18118";5.28;75.24;-1.28
"Amostra 18119";13.87;86.79;-21
"Amostra 18120";26.15;128.39;7.33
"Amostra 18121";122.67;117.12;-1.08
"Amostra 18122";197.79;24.7;5.63
"Amostra 18123";176.48;42.69;2.01
"Amostra 18124";152.51;40.63;-6.33
"Amostra 18125";242.72;102.54;-2.49
"Amostra 18126";124.75;51.45;-4.82
"Amostra 18127";144.06;15.26;-9.32
"Amostra 18128";58.9;15.54;-0.88
"Amostra 18129";40.2;53.25;-4.35
"Amostra 18130";126.77;259.37;1.07
"Amostra 18131";43.44;66.59;-3.32
"Amostra 18132";63.72;17.52;-11.01
"Amostra 18133";73.15;40.72;5.99
"Amostra 18134";89.39;74.97;0.5
"Amostra 18135";1.44;29.88;-15.18
"Amostra 18136";12.43;198.59;-12.99
"Amostra 18137";23.43;10.77;18.11
"Amostra 18138";183.52;34.27;-11.16
"Amostra 18139";107.37;161.82;-17.86
"Amostra 18140";62.31;78.69;11.11
"Amostra 18141";38.23;129.84;-21.04
"Amostra 18142";39.93;13.37;0.74
"Amostra 18143";68.67;133.25;-4.34
"Amostra 18144";109.14;7.08;-28.03
"Amostra 18145";16.74;130.65;-7.94
"Amostra 18146";91;37.98;-0.76
"Amostra 18147";175.05;12.28;4.05
"Amostra 18148";65.51;152.35;-21.95
"Amostra 18149";20.03;214.54;1.38
"Amostra 18150";82.7;3.91;7.2
"Amostra 18151";1.95;65.87;-3.84
"Amostra 18152";45.43;39.17;-9.83
"Amostra 18153";116.33;31.24;-16.29
"Amostra 18154";106.01;83.75;3.79
"Amostra 18155";13.77;105.45;-1.76
"Amostra 18156";56.98;111.53;-8.02
"Amostra 18157";14.35;45.87;-6.89
"Amostra 18158";16.73;135.12;-16.15
"Amostra 18159";5.89;9.96;-8.4
"Amostra 18160";39.19;138.66;-4.08
"Amostra 18161";20.08;77.69;0.38
"Amostra 18162";21.42;123.14;5.29
"Amostra 18163";0.58;15.17;-9.92
"Amostra 18164";71.57;33.27;-6.88
"Amostra 18165";87.83;117.22;-6.51
"Amostra 18166";162.23;124.71;21.05
"Amostra 18167";1.41;36.81;6.79
"Amostra 18168";87.58;20.62;-21.37
"Amostra 18169";46.02;4.85;11.08
"Amostra 18170";12.83;40.89;5.5
"Amostra 18171";22.55;92.74;17.1
"Amostra 18172";274.67;188.47;14.03
"Amostra 18173";27.52;51.43;5.63
"Amostra 18174";61.55;193.27;16.54
"Amostra 18175";48.41;98.25;-1.42
"Amostra 18176";25.83;33.96;-7.16
"Amostra 18177";11.87;97.15;-14.97
"Amostra 18178";2.86;129.07;-12.36
"Amostra 18179";40.8;135.14;-9.04
"Amostra 18180";135.42;44.25;-10.84
"Amostra 18181";119.61;177.1;-5.11
"Amostra 18182";57.92;9.78;-6.04
"Amostra 18183";150.29;86.16;11.32
"Amostra 18184";71.8;91.09;10.16
"Amostra 18185";23.15;96.43;15.71
"Amostra 18186";113.55;83.23;6.65
"Amostra 18187";48.29;132.29;7.71
"Amostra 18188";12.48;16.33;19.62
"Amostra 18189";138.7;117.37;9.88
"Amostra 18190";5.09;54.6;1.6
"Amostra 18191";36.12;78.27;-6.91
"Amostra 18192";128.2;45.98;-5.05
"Amostra 18193";74.13;32.58;-8.02
"Amostra 18194";105.16;14.34;10.32
"Amostra 18195";62.48;184.05;1.73
"Amostra 18196";73.76;3.16;1.46
"Amostra 18197";89.38;5.52;-22.62
"Amostra 18198";120.71;24.4;-10.65
"Amostra 18199";17.3;183.89;-1.36
"Amostra 18200";58.05;12.09;2.94
"Amostra 18201";163.76;57.74;-5.27
"Amostra 18202";42.62;36.38;-2.4
"Amostra 18203";126.22;19.62;6.01
"Amostra 18204";199.76;15.19;3.89
"Amostra 18205";40.27;154.56;-21.23
"Amostra 18206";30.01;76.79;-10.89
"Amostra 18207";122.74;27.04;19.72
"Amostra 18208";182.18;82.47;-21.02
"Amostra 18209";144.56;149.39;14.33
"Amostra 18210";7.66;72.79;10.56
"Amostra 18211";55.07;98.72;-2.38
"Amostra 18212";105.87;11.4;-8.57
"Amostra 18213";224.58;19.3;14.99
"Amostra 18214";58.26;123.28;4.96
"Amostra 18215";51.75;100.86;-8.71
"Amostra 18216";87.32;112.4;-0.5
"Amostra 18217";105.89;44.56;7.9
"Amostra 18218";7.95;12.83;5.14
"Amostra 18219";130.43;59.49;-11.05
"Amostra 18220";24.53;21.31;-3.16
"Amostra 18221";74.2;143.33;-15.2
"Amostra 18222";101.85;36;0.42
"Amostra 18223";36.57;24.03;17.63
"Amostra 18224";247.8;7.24;9.87
"Amostra 18225";55.66;62.43;9.69
"Amostra 18226";12.51;104.85;12.51
"Amostra 18227";21.39;92.08;9.1
"Amostra 18228";6.59;5.18;24.9
"Amostra 18229";166.79;105.25;14.89
"Amostra 18230";27.28;50.64;21.98
"Amostra 18231";103.69;64.31;20.93
"Amostra 18232";58.79;91.15;1.3
"Amostra 18233";77.03;85.79;-2.43
"Amostra 18234";75.22;32.31;-0.37
"Amostra 18235";120.32;91.61;-4.61
"Amostra 18236";50.97;15.34;-15.85
"Amostra 18237";67.34;95.41;-1.61
"Amostra 18238";141.36;124.35;5.56
"Amostra 18239";42.35;93;-3.63
"Amostra 18240";141.19;54.73;-4.72
"Amostra 18241";26.21;81.29;4.17
"Amostra 18242";6.95;13.3;14.01
"Amostra 18243";40.81;21.06;3.72
"Amostra 18244";23;64.69;-2.47
"Amostra 18245";221.1;93.36;2.37
"Amostra 18246";115.03;53.25;-1.71
"Amostra 18247";37.71;165.88;25.73
"Amostra 18248";73.5;28.64;3.39
"Amostra 18249";32.55;9;-5.37
"Amostra 18250";40.02;71.64;2.61
"Amostra 18251";64.81;82.14;8.08
"Amostra 18252";19.43;9.33;1.37
"Amostra 18253";0.58;86.01;10.56
"Amostra 18254";22.64;7.22;4.26
"Amostra 18255";79.75;102.02;-3.86
"Amostra 18256";121.85;7.03;-13.52
"Amostra 18257";120.6;65.39;11.65
"Amostra 18258";183.96;109.93;-20.61
"Amostra 18259";41.03;263.81;0.82
"Amostra 18260";127.68;25.89;-7.05
"Amostra 18261";144.5;194.55;-3.01
"Amostra 18262";175.76;22.13;-0.83
"Amostra 18263";18.07;58.4;-3.43
"Amostra 18264";60.69;27.95;-5.38
"Amostra 18265";202.6;100.52;-7.38
"Amostra 18266";87.81;192.73;12.94
"Amostra 18267";1.3;70.24;-7.91
"Amostra 18268";45.85;65.37;9.14
"Amostra 18269";29.85;63.41;26.69
"Amostra 18270";7.54;83.07;-4.28
"Amostra 18271";76.39;30.84;-11.11
"Amostra 18272";100.74;70.28;0.06
"Amostra 18273";64.22;160.46;-10.04
"Amostra 18274";11.2;273.16;4.72
"Amostra 18275";38.37;59.75;-18.95
"Amostra 18276";46.79;5.83;-10.45
"Amostra 18277";53.03;130.9;-5.53
"Amostra 18278";121.16;41.37;15.19
"Amostra 18279";69.71;57.82;-2.89
"Amostra 18280";123.89;154.93;4.91
"Amostra 18281";119.68;196.61;-6.29
"Amostra 18282";79.69;118.51;1.7
"Amostra 18283";119.3;119.8;2.72
"Amostra 18284";26.73;39.71;0.94
"Amostra 18285";19.04;14.18;-12.08
"Amostra 18286";62.02;46.81;-19.05
"Amostra 18287";71.35;3.93;14.31
"Amostra 18288";83.72;67.7;-17.06
"Amostra 18289";100.28;81.94;5.61
"Amostra 18290";61.83;32.8;2.82
"Amostra 18291";67.84;213.02;0.81
"Amostra 18292";166.91;22.45;11.28
"Amostra 18293";7.37;123.59;15.28
"Amostra 18294";13.7;16.93;13.75
"Amostra 18295";75.55;106;1.11
"Amostra 18296";135.32;41.48;4.61
"Amostra 18297";15.49;61.89;-10.73
"Amostra 18298";204.1;73.86;8.85
"Amostra 18299";5.12;31.47;-1.54
"Amostra 18300";27.79;72.37;-13.55
"Amostra 18301";96.58;23.97;-0.88
"Amostra 18302";110.83;63.34;10.22
"Amostra 18303";28.28;39.42;3.83
"Amostra 18304";182.52;56.52;4.41
"Amostra 18305";41.61;70.21;17.42
"Amostra 18306";29.56;49.98;11.57
"Amostra 18307";18.46;59.48;-11.82
"Amostra 18308";41.92;2.96;-3.25
"Amostra 18309";56.62;67.65;8.66
"Amostra 18310";43.57;53.31;-9.41
"Amostra 18311";78.22;132.45;-8.98
"Amostra 18312";26.3;31.39;1.66
"Amostra 18313";48.36;57.06;-2.51
"Amostra 18314";19.92;77.44;1.54
"Amostra 18315";113.21;57.35;8.72
"Amostra 18316";13.4;7.74;25.26
"Amostra 18317";129.29;15.8;-5.88
"Amostra 18318";35.02;77.35;4.8
"Amostra 18319";86.52;112.28;14.9
"Amostra 18320";52.63;50.87;-7.17
"Amostra 18321";106.02;1.7;-1.84
"Amostra 18322";44.1;158.59;9.71
"Amostra 18323";174.27;67.61;-16.63
"Amostra 18324";83.97;50.71;-6.08
"Amostra 18325";10.35;30.83;2.44
"Amostra 18326";33.82;24.58;2.16
"Amostra 18327";121.38;34.37;-8.26
"Amostra 18328";81.64;56.84;0.49
"Amostra 18329";265.54;112.8;3.38
"Amostra 18330";99.55;67.03;1.8
"Amostra 18331";104.78;98.9;-12.78
"Amostra 18332";45.01;234.99;11.21
"Amostra 18333";42.19;4.57;-1.36
"Amostra 18334";155.6;79.22;-0.21
"Amostra 18335";27.36;125.4;-0.34
"Amostra 18336";52.34;82.02;-9.32
"Amostra 18337";123.3;58.7;11.85
"Amostra 18338";28.31;37.07;10.9
"Amostra 18339";63.47;20.09;5.97
"Amostra 18340";117.85;81.3;1.76
"Amostra 18341";95.73;49.94;-0.6
"Amostra 18342";70.81;26.15;-7.76
"Amostra 18343";85.22;12.03;-7.17
"Amostra 18344";135.42;69.27;4.35
"Amostra 18345";111.24;104.45;-16.85
"Amostra 18346";137.7;69.14;-14.77
"Amostra 18347";49.84;153.33;-8.03
"Amostra 18348";110.63;36.72;-7.11
"Amostra 18349";49.68;205.29;7.83
"Amostra 18350";89.75;82.75;-1.4
